i,val_rmse,val_r2,train_rmse,gap,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
1406,0.2113591330305549,0.20841468286941256,0.19267248692650946,0.01868664610404544,0.1,0.05,255,3.0,200,15,20
1409,0.2113591330305549,0.20841468286941256,0.19267248692650946,0.01868664610404544,0.1,0.05,255,3.0,200,31,20
1412,0.2113591330305549,0.20841468286941256,0.19267248692650946,0.01868664610404544,0.1,0.05,255,3.0,200,63,20
1424,0.21136595532818156,0.20836358010691458,0.18784018954836634,0.023525765779815216,0.1,0.05,255,3.0,800,15,20
1418,0.21136595532818156,0.20836358010691458,0.18784018954836634,0.023525765779815216,0.1,0.05,255,3.0,400,31,20
1415,0.21136595532818156,0.20836358010691458,0.18784018954836634,0.023525765779815216,0.1,0.05,255,3.0,400,15,20
1421,0.21136595532818156,0.20836358010691458,0.18784018954836634,0.023525765779815216,0.1,0.05,255,3.0,400,63,20
1427,0.21136595532818156,0.20836358010691458,0.18784018954836634,0.023525765779815216,0.1,0.05,255,3.0,800,31,20
1430,0.21136595532818156,0.20836358010691458,0.18784018954836634,0.023525765779815216,0.1,0.05,255,3.0,800,63,20
332,0.21158191634538326,0.20674506073957877,0.20053421855490422,0.011047697790479039,0.0,0.03,255,3.0,200,63,20
326,0.21158191634538326,0.20674506073957877,0.20053421855490422,0.011047697790479039,0.0,0.03,255,3.0,200,15,20
329,0.21158191634538326,0.20674506073957877,0.20053421855490422,0.011047697790479039,0.0,0.03,255,3.0,200,31,20
328,0.2117431227042756,0.2055358226506151,0.20011762184045884,0.011625500863816751,0.0,0.03,255,3.0,200,31,10
325,0.2117431227042756,0.2055358226506151,0.20011762184045884,0.011625500863816751,0.0,0.03,255,3.0,200,15,10
331,0.2117431227042756,0.2055358226506151,0.20011762184045884,0.011625500863816751,0.0,0.03,255,3.0,200,63,10
1088,0.21176337548112484,0.20538383778343094,0.20054543715655662,0.011217938324568216,0.1,0.03,128,3.0,200,63,20
1085,0.21176337548112484,0.20538383778343094,0.20054543715655662,0.011217938324568216,0.1,0.03,128,3.0,200,31,20
1082,0.21176337548112484,0.20538383778343094,0.20054543715655662,0.011217938324568216,0.1,0.03,128,3.0,200,15,20
992,0.21191942067883673,0.20421232527566968,0.19705412763810107,0.014865293040735666,0.1,0.01,255,3.0,800,15,20
995,0.21191942067883673,0.20421232527566968,0.19705412763810107,0.014865293040735666,0.1,0.01,255,3.0,800,31,20
998,0.21191942067883673,0.20421232527566968,0.19705412763810107,0.014865293040735666,0.1,0.01,255,3.0,800,63,20
1211,0.21197523135080001,0.20379311600224026,0.1904992376327297,0.021475993718070324,0.1,0.03,255,3.0,800,31,20
1214,0.21197523135080001,0.20379311600224026,0.1904992376327297,0.021475993718070324,0.1,0.03,255,3.0,800,63,20
1199,0.21197523135080001,0.20379311600224026,0.1904992376327297,0.021475993718070324,0.1,0.03,255,3.0,400,15,20
1208,0.21197523135080001,0.20379311600224026,0.1904992376327297,0.021475993718070324,0.1,0.03,255,3.0,800,15,20
1205,0.21197523135080001,0.20379311600224026,0.1904992376327297,0.021475993718070324,0.1,0.03,255,3.0,400,63,20
1202,0.21197523135080001,0.20379311600224026,0.1904992376327297,0.021475993718070324,0.1,0.03,255,3.0,400,31,20
1856,0.21197820928014643,0.20377074485552316,0.19731670067019136,0.014661508609955076,1.0,0.01,255,3.0,800,15,20
1862,0.21197820928014643,0.20377074485552316,0.19731670067019136,0.014661508609955076,1.0,0.01,255,3.0,800,63,20
1859,0.21197820928014643,0.20377074485552316,0.19731670067019136,0.014661508609955076,1.0,0.01,255,3.0,800,31,20
450,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,400,63,50
435,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,200,15,50
438,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,200,31,50
441,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,200,63,50
459,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,800,63,50
444,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,400,15,50
453,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,800,15,50
447,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,400,31,50
456,0.21212326941537027,0.20268062673950382,0.19517569975224594,0.01694756966312433,0.0,0.05,128,3.0,800,31,50
1413,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,200,63,50
1407,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,200,15,50
1422,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,400,63,50
1410,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,200,31,50
1419,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,400,31,50
1425,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,800,15,50
1428,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,800,31,50
1416,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,400,15,50
1431,0.21216162424976298,0.2023922678306167,0.19714726353976061,0.015014360710002367,0.1,0.05,255,3.0,800,63,50
1069,0.21218961644847506,0.20218178427036515,0.13067931802718374,0.08151029842129132,0.1,0.01,255,,400,63,10
544,0.21221952320414636,0.20195687377460514,0.19263276141382135,0.019586761790325008,0.0,0.05,255,3.0,200,31,10
547,0.21221952320414636,0.20195687377460514,0.19263276141382135,0.019586761790325008,0.0,0.05,255,3.0,200,63,10
541,0.21221952320414636,0.20195687377460514,0.19263276141382135,0.019586761790325008,0.0,0.05,255,3.0,200,15,10
217,0.21230017369079046,0.20135019258448184,0.20069428821210103,0.011605885478689432,0.0,0.03,128,3.0,200,15,10
223,0.21230017369079046,0.20135019258448184,0.20069428821210103,0.011605885478689432,0.0,0.03,128,3.0,200,63,10
220,0.21230017369079046,0.20135019258448184,0.20069428821210103,0.011605885478689432,0.0,0.03,128,3.0,200,31,10
1197,0.21303480313927783,0.1958134399156497,0.20185893286602755,0.011175870273250288,0.1,0.03,255,3.0,200,63,50
1194,0.21303480313927783,0.1958134399156497,0.20185893286602755,0.011175870273250288,0.1,0.03,255,3.0,200,31,50
1191,0.21303480313927783,0.1958134399156497,0.20185893286602755,0.011175870273250288,0.1,0.03,255,3.0,200,15,50
2053,0.21307120231369753,0.19553860944549162,0.2014472578719687,0.011623944441728817,1.0,0.03,255,3.0,200,15,10
2056,0.21307120231369753,0.19553860944549162,0.2014472578719687,0.011623944441728817,1.0,0.03,255,3.0,200,31,10
2059,0.21307120231369753,0.19553860944549162,0.2014472578719687,0.011623944441728817,1.0,0.03,255,3.0,200,63,10
2270,0.21319672733714584,0.19459047775413862,0.19409713657804342,0.01909959075910242,1.0,0.05,255,3.0,200,15,20
2273,0.21319672733714584,0.19459047775413862,0.19409713657804342,0.01909959075910242,1.0,0.05,255,3.0,200,31,20
2276,0.21319672733714584,0.19459047775413862,0.19409713657804342,0.01909959075910242,1.0,0.05,255,3.0,200,63,20
2291,0.2132116072636195,0.19447804776663558,0.19088146347537036,0.022330143788249157,1.0,0.05,255,3.0,800,31,20
2282,0.2132116072636195,0.19447804776663558,0.19088146347537036,0.022330143788249157,1.0,0.05,255,3.0,400,31,20
2288,0.2132116072636195,0.19447804776663558,0.19088146347537036,0.022330143788249157,1.0,0.05,255,3.0,800,15,20
2279,0.2132116072636195,0.19447804776663558,0.19088146347537036,0.022330143788249157,1.0,0.05,255,3.0,400,15,20
2294,0.2132116072636195,0.19447804776663558,0.19088146347537036,0.022330143788249157,1.0,0.05,255,3.0,800,63,20
2285,0.2132116072636195,0.19447804776663558,0.19088146347537036,0.022330143788249157,1.0,0.05,255,3.0,400,63,20
2054,0.21323937188916606,0.19426824238260887,0.2018889603192502,0.01135041156991587,1.0,0.03,255,3.0,200,15,20
2057,0.21323937188916606,0.19426824238260887,0.2018889603192502,0.01135041156991587,1.0,0.03,255,3.0,200,31,20
2060,0.21323937188916606,0.19426824238260887,0.2018889603192502,0.01135041156991587,1.0,0.03,255,3.0,200,63,20
1190,0.21327691871430796,0.19398447365298133,0.20195348442818983,0.011323434286118123,0.1,0.03,255,3.0,200,15,20
1196,0.21327691871430796,0.19398447365298133,0.20195348442818983,0.011323434286118123,0.1,0.03,255,3.0,200,63,20
1193,0.21327691871430796,0.19398447365298133,0.20195348442818983,0.011323434286118123,0.1,0.03,255,3.0,200,31,20
1523,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,400,15,20
1538,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,800,63,20
1529,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,400,63,20
1517,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,200,31,20
1520,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,200,63,20
1514,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,200,15,20
1535,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,800,31,20
1526,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,400,31,20
1532,0.21327920435488898,0.19396719778760774,0.19682344694367954,0.016455757411209443,0.1,0.1,128,3.0,800,15,20
222,0.21350655011496034,0.19224789460815572,0.20250084973841467,0.011005700376545663,0.0,0.03,128,3.0,200,31,50
219,0.21350655011496034,0.19224789460815572,0.20250084973841467,0.011005700376545663,0.0,0.03,128,3.0,200,15,50
225,0.21350655011496034,0.19224789460815572,0.20250084973841467,0.011005700376545663,0.0,0.03,128,3.0,200,63,50
1530,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,400,63,50
1536,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,800,31,50
1533,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,800,15,50
1518,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,200,31,50
1515,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,200,15,50
1521,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,200,63,50
1539,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,800,63,50
1527,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,400,31,50
1524,0.21417179862636743,0.18720642830947787,0.1885585553631072,0.025613243263260227,0.1,0.1,128,3.0,400,15,50
768,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,400,15,50
759,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,200,15,50
780,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,800,31,50
765,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,200,63,50
777,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,800,15,50
774,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,400,63,50
762,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,200,31,50
771,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,400,31,50
783,0.21422040147064228,0.1868374856003674,0.19461057672726367,0.019609824743378607,0.0,0.1,255,3.0,800,63,50
1087,0.21512032819517019,0.17999104363255947,0.2034003883405894,0.01171993985458078,0.1,0.03,128,3.0,200,63,10
1081,0.21512032819517019,0.17999104363255947,0.2034003883405894,0.01171993985458078,0.1,0.03,128,3.0,200,15,10
1084,0.21512032819517019,0.17999104363255947,0.2034003883405894,0.01171993985458078,0.1,0.03,128,3.0,200,31,10
1947,0.21518094750938077,0.1795288336245584,0.2038484692396541,0.011332478269726665,1.0,0.03,128,3.0,200,15,50
1950,0.21518094750938077,0.1795288336245584,0.2038484692396541,0.011332478269726665,1.0,0.03,128,3.0,200,31,50
1953,0.21518094750938077,0.1795288336245584,0.2038484692396541,0.011332478269726665,1.0,0.03,128,3.0,200,63,50
10,0.21545259423059276,0.17745598296795428,0.2079335862634728,0.007519007967119962,0.0,0.01,128,3.0,400,15,10
16,0.21545259423059276,0.17745598296795428,0.2079335862634728,0.007519007967119962,0.0,0.01,128,3.0,400,63,10
13,0.21545259423059276,0.17745598296795428,0.2079335862634728,0.007519007967119962,0.0,0.01,128,3.0,400,31,10
17,0.21607498966547875,0.17269681916747104,0.2085895107542086,0.00748547891127016,0.0,0.01,128,3.0,400,63,20
11,0.21607498966547875,0.17269681916747104,0.2085895107542086,0.00748547891127016,0.0,0.01,128,3.0,400,15,20
14,0.21607498966547875,0.17269681916747104,0.2085895107542086,0.00748547891127016,0.0,0.01,128,3.0,400,31,20
879,0.21623855550978005,0.1714438304654562,0.208830840140962,0.007407715368818041,0.1,0.01,128,3.0,400,31,50
882,0.21623855550978005,0.1714438304654562,0.208830840140962,0.007407715368818041,0.1,0.01,128,3.0,400,63,50
876,0.21623855550978005,0.1714438304654562,0.208830840140962,0.007407715368818041,0.1,0.01,128,3.0,400,15,50
15,0.21665202230471248,0.16827225928335576,0.2091893075055166,0.007462714799195885,0.0,0.01,128,3.0,400,31,50
18,0.21665202230471248,0.16827225928335576,0.2091893075055166,0.007462714799195885,0.0,0.01,128,3.0,400,63,50
12,0.21665202230471248,0.16827225928335576,0.2091893075055166,0.007462714799195885,0.0,0.01,128,3.0,400,15,50
1741,0.2166766227994931,0.1680833658183517,0.2091041447073831,0.007572478092110008,1.0,0.01,128,3.0,400,31,10
1744,0.2166766227994931,0.1680833658183517,0.2091041447073831,0.007572478092110008,1.0,0.01,128,3.0,400,63,10
1738,0.2166766227994931,0.1680833658183517,0.2091041447073831,0.007572478092110008,1.0,0.01,128,3.0,400,15,10
1746,0.2166916753278262,0.16796777528059692,0.20929629950500594,0.007395375822820266,1.0,0.01,128,3.0,400,63,50
1743,0.2166916753278262,0.16796777528059692,0.20929629950500594,0.007395375822820266,1.0,0.01,128,3.0,400,31,50
1740,0.2166916753278262,0.16796777528059692,0.20929629950500594,0.007395375822820266,1.0,0.01,128,3.0,400,15,50
1739,0.21688440211686352,0.16648708887143548,0.20931709522483383,0.007567306892029696,1.0,0.01,128,3.0,400,15,20
1742,0.21688440211686352,0.16648708887143548,0.20931709522483383,0.007567306892029696,1.0,0.01,128,3.0,400,31,20
1745,0.21688440211686352,0.16648708887143548,0.20931709522483383,0.007567306892029696,1.0,0.01,128,3.0,400,63,20
878,0.2169853130578729,0.1657112826016678,0.20931994331033246,0.007665369747540424,0.1,0.01,128,3.0,400,31,20
881,0.2169853130578729,0.1657112826016678,0.20931994331033246,0.007665369747540424,0.1,0.01,128,3.0,400,63,20
875,0.2169853130578729,0.1657112826016678,0.20931994331033246,0.007665369747540424,0.1,0.01,128,3.0,400,15,20
874,0.21714113624325762,0.16451260051118388,0.20939174494432153,0.0077493912989360925,0.1,0.01,128,3.0,400,15,10
880,0.21714113624325762,0.16451260051118388,0.20939174494432153,0.0077493912989360925,0.1,0.01,128,3.0,400,63,10
877,0.21714113624325762,0.16451260051118388,0.20939174494432153,0.0077493912989360925,0.1,0.01,128,3.0,400,31,10
1853,0.21718771580095778,0.16415411654758283,0.20927831944222222,0.007909396358735554,1.0,0.01,255,3.0,400,63,20
1850,0.21718771580095778,0.16415411654758283,0.20927831944222222,0.007909396358735554,1.0,0.01,255,3.0,400,31,20
1847,0.21718771580095778,0.16415411654758283,0.20927831944222222,0.007909396358735554,1.0,0.01,255,3.0,400,15,20
987,0.21726295240882174,0.16357492079490976,0.2095322919994881,0.007730660409333623,0.1,0.01,255,3.0,400,31,50
990,0.21726295240882174,0.16357492079490976,0.2095322919994881,0.007730660409333623,0.1,0.01,255,3.0,400,63,50
984,0.21726295240882174,0.16357492079490976,0.2095322919994881,0.007730660409333623,0.1,0.01,255,3.0,400,15,50
982,0.21762415113052563,0.16079150283012067,0.20970329863378276,0.007920852496742875,0.1,0.01,255,3.0,400,15,10
985,0.21762415113052563,0.16079150283012067,0.20970329863378276,0.007920852496742875,0.1,0.01,255,3.0,400,31,10
988,0.21762415113052563,0.16079150283012067,0.20970329863378276,0.007920852496742875,0.1,0.01,255,3.0,400,63,10
1849,0.21766521425785548,0.1604747753314013,0.20976672783435626,0.007898486423499218,1.0,0.01,255,3.0,400,31,10
1852,0.21766521425785548,0.1604747753314013,0.20976672783435626,0.007898486423499218,1.0,0.01,255,3.0,400,63,10
1846,0.21766521425785548,0.1604747753314013,0.20976672783435626,0.007898486423499218,1.0,0.01,255,3.0,400,15,10
1531,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,800,15,10
1528,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,400,63,10
1534,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,800,31,10
1513,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,200,15,10
1522,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,400,15,10
1525,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,400,31,10
1537,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,800,63,10
1519,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,200,63,10
1516,0.21778196736905905,0.15957391048819403,0.19944770541478443,0.018334261954274622,0.1,0.1,128,3.0,200,31,10
1851,0.21791104215863133,0.15857740955447097,0.21017383671155032,0.007737205447081008,1.0,0.01,255,3.0,400,31,50
1854,0.21791104215863133,0.15857740955447097,0.21017383671155032,0.007737205447081008,1.0,0.01,255,3.0,400,63,50
1848,0.21791104215863133,0.15857740955447097,0.21017383671155032,0.007737205447081008,1.0,0.01,255,3.0,400,15,50
121,0.21809858895401252,0.15712843278532784,0.21017124813924354,0.00792734081476898,0.0,0.01,255,3.0,400,31,10
118,0.21809858895401252,0.15712843278532784,0.21017124813924354,0.00792734081476898,0.0,0.01,255,3.0,400,15,10
124,0.21809858895401252,0.15712843278532784,0.21017124813924354,0.00792734081476898,0.0,0.01,255,3.0,400,63,10
834,0.21816569584360507,0.15660966564110457,0.15976356168038702,0.058402134163218045,0.0,0.1,255,7.0,800,31,50
825,0.21816569584360507,0.15660966564110457,0.15976356168038702,0.058402134163218045,0.0,0.1,255,7.0,400,31,50
816,0.21816569584360507,0.15660966564110457,0.15976356168038702,0.058402134163218045,0.0,0.1,255,7.0,200,31,50
123,0.21832323133949613,0.1553912166639576,0.21050580829349286,0.007817423046003275,0.0,0.01,255,3.0,400,31,50
126,0.21832323133949613,0.1553912166639576,0.21050580829349286,0.007817423046003275,0.0,0.01,255,3.0,400,63,50
120,0.21832323133949613,0.1553912166639576,0.21050580829349286,0.007817423046003275,0.0,0.01,255,3.0,400,15,50
119,0.21834474483359642,0.15522475356039778,0.21030433500109688,0.00804040983249954,0.0,0.01,255,3.0,400,15,20
122,0.21834474483359642,0.15522475356039778,0.21030433500109688,0.00804040983249954,0.0,0.01,255,3.0,400,31,20
125,0.21834474483359642,0.15522475356039778,0.21030433500109688,0.00804040983249954,0.0,0.01,255,3.0,400,63,20
986,0.21845608054706805,0.15436301874549574,0.2104237425229336,0.008032338024134444,0.1,0.01,255,3.0,400,31,20
983,0.21845608054706805,0.15436301874549574,0.2104237425229336,0.008032338024134444,0.1,0.01,255,3.0,400,15,20
989,0.21845608054706805,0.15436301874549574,0.2104237425229336,0.008032338024134444,0.1,0.01,255,3.0,400,63,20
62,0.21849390691947893,0.15407014386963058,0.17665479282067773,0.0418391140988012,0.0,0.01,128,7.0,200,63,20
926,0.21950211580995505,0.14624528736644304,0.1773972644434372,0.04210485136651784,0.1,0.01,128,7.0,200,63,20
1789,0.21951109913086425,0.14617540458217293,0.1759476396013062,0.04356345952955806,1.0,0.01,128,7.0,200,63,10
1790,0.21995325261442733,0.14273228270935023,0.17800709923726327,0.041946153377164064,1.0,0.01,128,7.0,200,63,20
925,0.22005480043665693,0.1419405347887891,0.1763274934926856,0.04372730694397134,0.1,0.01,128,7.0,200,63,10
60,0.22008257330400727,0.14172393169277764,0.19662661604982726,0.02345595725418001,0.0,0.01,128,7.0,200,31,50
63,0.22009568102019658,0.14162169393753488,0.1837193821342133,0.03637629888598329,0.0,0.01,128,7.0,200,63,50
198,0.2203247660743835,0.13983388986627576,0.1765840156961608,0.0437407503782227,0.0,0.01,255,,200,63,50
1791,0.22036754004787495,0.13949987118532048,0.18427552152694487,0.03609201852093008,1.0,0.01,128,7.0,200,63,50
927,0.22074650280136063,0.13653774808309016,0.18437257141808525,0.03637393138327538,0.1,0.01,128,7.0,200,63,50
61,0.22077027323463494,0.13635177932106124,0.17666130771853344,0.044108965516101495,0.0,0.01,128,7.0,200,63,10
58,0.2208062942626827,0.13606992946647756,0.19653646476016207,0.02426982950252063,0.0,0.01,128,7.0,200,31,10
924,0.2210719976416067,0.1339894883121564,0.1973746771586364,0.023697320482970297,0.1,0.01,128,7.0,200,31,50
1788,0.22110208167707757,0.1337537744821381,0.19769524263135968,0.023406839045717887,1.0,0.01,128,7.0,200,31,50
59,0.22129100526553402,0.1322727910153496,0.19686297736855468,0.024428027896979343,0.0,0.01,128,7.0,200,31,20
922,0.22140030660384372,0.13141539359874332,0.1970538524813706,0.024346454122473105,0.1,0.01,128,7.0,200,31,10
1786,0.2217254249218092,0.1288625506298704,0.19773278996323404,0.02399263495857515,1.0,0.01,128,7.0,200,31,10
1062,0.2217377933225397,0.12876535945221956,0.17759315798936623,0.044144635333173476,0.1,0.01,255,,200,63,50
1787,0.22178886048964294,0.12836401507516615,0.19742364573456003,0.02436521475508291,1.0,0.01,128,7.0,200,31,20
1926,0.22180428751137535,0.12824275366544668,0.17805581315214636,0.04374847435922899,1.0,0.01,255,,200,63,50
951,0.2219424099007896,0.12715669093937532,0.19725213259888483,0.02469027730190476,0.1,0.01,128,,200,31,50
87,0.22199667261197756,0.12672983575396746,0.19725471694597307,0.024741955666004484,0.0,0.01,128,,200,31,50
923,0.22205771073559671,0.1262495573837905,0.1977128897780732,0.024344820957523522,0.1,0.01,128,7.0,200,31,20
197,0.22222319435769655,0.12494678555613115,0.1749272873181461,0.047295907039550444,0.0,0.01,255,,200,63,20
1061,0.22238148154694867,0.12369975962213786,0.17515520182703165,0.047226279719917025,0.1,0.01,255,,200,63,20
1815,0.2223933735646862,0.12360603548140192,0.1979031566793392,0.024490216885347,1.0,0.01,128,,200,31,50
953,0.22251364426711845,0.12265786856888639,0.17544318616115606,0.04707045810596239,0.1,0.01,128,,200,63,20
195,0.2226776017064279,0.12136446684581081,0.1987395777123189,0.023938023994108992,0.0,0.01,255,,200,31,50
88,0.22268059876949933,0.12134081521842921,0.17514403851554367,0.04753656025395567,0.0,0.01,128,,200,63,10
898,0.2226904503124656,0.12126306852440738,0.20328865947797725,0.01940179083448834,0.1,0.01,128,5.0,200,63,10
90,0.2228035285724604,0.12037042789952235,0.17861453387973736,0.044188994692723055,0.0,0.01,128,,200,63,50
895,0.22295926114747022,0.11914033200324214,0.20356973228193753,0.01938952886553269,0.1,0.01,128,5.0,200,31,10
1763,0.22296896636728622,0.11906364424670046,0.2041409042176802,0.01882806214960603,1.0,0.01,128,5.0,200,63,20
952,0.22299489624220406,0.11885873772441324,0.1750789687782209,0.047915927463983154,0.1,0.01,128,,200,63,10
32,0.22300044252155368,0.11881490608122958,0.2041042121401169,0.018896230381436785,0.0,0.01,128,5.0,200,31,20
1923,0.22302200044664697,0.11864452578735896,0.19903854433962487,0.0239834561070221,1.0,0.01,255,,200,31,50
1925,0.22302498164861218,0.11862096294398217,0.17611247039165584,0.046912511256956335,1.0,0.01,255,,200,63,20
1059,0.22319278765603703,0.11729414890681189,0.19887595650386897,0.024316831152168067,0.1,0.01,255,,200,31,50
1818,0.22319573803119963,0.11727081185672672,0.1795292700393353,0.04366646799186433,1.0,0.01,128,,200,63,50
899,0.22320205902518891,0.11722081265018525,0.2043126890047376,0.018889370020451324,0.1,0.01,128,5.0,200,63,20
1764,0.22321355220461556,0.11712989771098337,0.20618358998585135,0.01702996221876421,1.0,0.01,128,5.0,200,63,50
1761,0.22321355220461556,0.11712989771098337,0.20618358998585135,0.01702996221876421,1.0,0.01,128,5.0,200,31,50
894,0.2232441039689058,0.11688820015325929,0.21324053340648647,0.010003570562419323,0.1,0.01,128,5.0,200,15,50
1759,0.2232469408315063,0.11686575581801983,0.2037648281189564,0.019482112712549904,1.0,0.01,128,5.0,200,31,10
1816,0.22329081417412258,0.11651860787155388,0.17579566163405613,0.04749515254006645,1.0,0.01,128,,200,63,10
196,0.22333147956800306,0.1161967819117461,0.17482911597523945,0.04850236359276361,0.0,0.01,255,,200,63,10
1060,0.22335194669669883,0.11603478286783886,0.17452224085816256,0.04882970583853627,0.1,0.01,255,,200,63,10
1785,0.22335361668067624,0.11602156414922216,0.21240271026418275,0.010950906416493489,1.0,0.01,128,7.0,200,15,50
1817,0.22336590005878657,0.11592433232368993,0.17656092573771687,0.0468049743210697,1.0,0.01,128,,200,63,20
893,0.22337224700132174,0.115874089585843,0.21315400120472885,0.01021824579659289,0.1,0.01,128,5.0,200,15,20
1784,0.22341616416523827,0.1155263998431516,0.21240011184550284,0.011016052319735431,1.0,0.01,128,7.0,200,15,20
85,0.22344570997928526,0.11529244881663148,0.19754895768314798,0.025896752296137276,0.0,0.01,128,,200,31,10
34,0.22348425864516935,0.11498716448048518,0.2040850539936866,0.01939920465148276,0.0,0.01,128,5.0,200,63,10
139,0.2235197553788746,0.11470600320302193,0.20341250899803046,0.020107246380844157,0.0,0.01,255,5.0,200,31,10
921,0.22358736420635256,0.11417036606369191,0.21262821308025048,0.010959151126102074,0.1,0.01,128,7.0,200,15,50
1922,0.22359058687347802,0.11414483014288113,0.19864607051232683,0.024944516361151192,1.0,0.01,255,,200,31,20
896,0.2235924172230311,0.1141303265694209,0.20488972618753226,0.018702691035498847,0.1,0.01,128,5.0,200,31,20
30,0.2236010329999328,0.11406205410636228,0.2135972183172205,0.010003814682712303,0.0,0.01,128,5.0,200,15,50
1762,0.22360632236636477,0.11402013922078169,0.20402694222617654,0.01957938014018823,1.0,0.01,128,5.0,200,63,10
1813,0.22363569839133077,0.11378733474692426,0.19801951717198382,0.025616181219346945,1.0,0.01,128,,200,31,10
1031,0.2236982016447236,0.11329189581897803,0.19912601209237787,0.02457218955234572,0.1,0.01,255,7.0,200,31,20
