i,val_rmse,val_r2,train_rmse,train_r2,gap_rmse,model__l2_regularization,model__learning_rate,model__max_bins,model__max_depth,model__max_iter,model__max_leaf_nodes,model__min_samples_leaf
855,0.16579003884818058,0.5129511088495243,0.06776898146794043,0.917944385530576,0.09802105738024015,0.0,0.1,255,,400,63,50
854,0.16582173281771231,0.5127648734361341,0.06758095114111078,0.9183990932528598,0.09824078167660154,0.0,0.1,255,,400,63,20
863,0.16582173281771231,0.5127648734361341,0.06758095114111078,0.9183990932528598,0.09824078167660154,0.0,0.1,255,,800,63,20
845,0.16582173281771231,0.5127648734361341,0.06758095114111078,0.9183990932528598,0.09824078167660154,0.0,0.1,255,,200,63,20
2005,0.16584387585415206,0.5126347386784583,0.08976045961592795,0.8560483919982829,0.07608341623822411,1.0,0.03,128,7.0,200,63,10
2268,0.16601812446536784,0.5116100721631021,0.07681842420105219,0.8945668521176235,0.08919970026431566,1.0,0.05,128,,800,63,50
2259,0.16601812446536784,0.5116100721631021,0.07681842420105219,0.8945668521176235,0.08919970026431566,1.0,0.05,128,,400,63,50
2250,0.16601812446536784,0.5116100721631021,0.07681842420105219,0.8945668521176235,0.08919970026431566,1.0,0.05,128,,200,63,50
628,0.16609587488500543,0.5111525147283711,0.06067067745540098,0.9342335993639184,0.10542519742960446,0.0,0.05,255,,200,63,10
1115,0.16620087245630744,0.510534269125703,0.12572910034627485,0.7175653339248707,0.04047177211003258,0.1,0.03,128,5.0,200,63,20
2141,0.166246208315027,0.5102672022275694,0.07938134546286318,0.8874142834126697,0.08686486285216383,1.0,0.03,255,,200,63,20
581,0.16642667744654754,0.509203362936583,0.11982474161667028,0.7434692756592012,0.04660193582987726,0.0,0.05,255,5.0,400,31,20
590,0.16642667744654754,0.509203362936583,0.11982474161667028,0.7434692756592012,0.04660193582987726,0.0,0.05,255,5.0,800,31,20
572,0.16642667744654754,0.509203362936583,0.11982474161667028,0.7434692756592012,0.04660193582987726,0.0,0.05,255,5.0,200,31,20
2356,0.16643391120265952,0.5091606969363389,0.0617856672350237,0.9317941120542415,0.10464824396763582,1.0,0.05,255,,200,63,10
698,0.16649175868833907,0.5088194353055326,0.106014639323792,0.7991933618388263,0.06047711936454707,0.0,0.1,128,5.0,800,31,20
680,0.16649175868833907,0.5088194353055326,0.106014639323792,0.7991933618388263,0.06047711936454707,0.0,0.1,128,5.0,200,31,20
689,0.16649175868833907,0.5088194353055326,0.106014639323792,0.7991933618388263,0.06047711936454707,0.0,0.1,128,5.0,400,31,20
2003,0.16651401824581208,0.5086880871477057,0.11313422238648924,0.7713167385998779,0.05337979585932284,1.0,0.03,128,7.0,200,31,20
522,0.16670771275310356,0.5075444024410491,0.06560955093286142,0.9230904065723279,0.10109816182024214,0.0,0.05,128,,200,63,50
2142,0.16679622474388958,0.5070213337001295,0.08311962092464335,0.8765606878821233,0.08367660381924623,1.0,0.03,255,,200,63,50
1163,0.16689354385515948,0.5064458981123048,0.13879575406506608,0.6558096051636939,0.02809778979009339,0.1,0.03,128,,200,15,20
423,0.16699530693356474,0.5058438269225733,0.0670684409206797,0.9196320655319824,0.09992686601288503,0.0,0.03,255,,400,63,50
432,0.16699530693356474,0.5058438269225733,0.0670684409206797,0.9196320655319824,0.09992686601288503,0.0,0.03,255,,800,63,50
2303,0.1670386466878516,0.5055873001182535,0.11615995423090598,0.7589210731564332,0.05087869245694561,1.0,0.05,255,5.0,200,63,20
2300,0.1670386466878516,0.5055873001182535,0.11615995423090598,0.7589210731564332,0.05087869245694561,1.0,0.05,255,5.0,200,31,20
2111,0.16718338887522013,0.5047300927336392,0.1145659766836636,0.7654919751800822,0.05261741219155654,1.0,0.03,255,7.0,200,31,20
2513,0.16720542215166703,0.5045995398367793,0.12033799496949589,0.7412669385141657,0.04686742718217114,1.0,0.1,255,5.0,200,15,20
2531,0.16720542215166703,0.5045995398367793,0.12033799496949589,0.7412669385141657,0.04686742718217114,1.0,0.1,255,5.0,800,15,20
2522,0.16720542215166703,0.5045995398367793,0.12033799496949589,0.7412669385141657,0.04686742718217114,1.0,0.1,255,5.0,400,15,20
2555,0.16725182187740778,0.5043245531219698,0.07143544305664822,0.9088253992175556,0.09581637882075957,1.0,0.1,255,7.0,400,63,20
2546,0.16725182187740778,0.5043245531219698,0.07143544305664822,0.9088253992175556,0.09581637882075957,1.0,0.1,255,7.0,200,63,20
