feature,mean,std,var
feat_269,0.2401336757872135,2.0338029530979753,4.136354452030045
feat_166,0.33518742978238425,2.033666547893675,4.135799628021778
feat_173,0.3295328974780483,2.033247413538929,4.134095044662746
feat_109,0.3061519709883758,2.0330199624910654,4.133170167887172
feat_174,0.2398804538085529,2.0326276552756686,4.131575184991463
feat_118,0.26887918040386044,2.0326104524950264,4.131505251592035
feat_87,0.4629700656703067,2.0308219625598958,4.124237843615626
feat_53,0.36156105531014726,2.030797830887289,4.124139829936517
feat_90,0.2303460447578951,2.030631031360455,4.123462385524026
feat_92,0.23249906322676875,2.030420290643661,4.122606556657488
feat_195,0.26781447240875633,2.030364321585298,4.122379278366527
feat_220,0.220390700270365,2.0294958003484673,4.118853203632066
feat_182,0.26344104836331306,2.0294265739737463,4.118572219150817
feat_231,0.28956142047357364,2.028732598221471,4.11575595508644
feat_114,0.24738675879852054,2.028478747097409,4.114726027425875
feat_26,0.5079721483503602,2.028292065367547,4.11396870243295
feat_23,0.37427231568708297,2.0282170836093067,4.113664538244642
feat_224,0.25632043227948387,2.0275492804037123,4.110956084465611
feat_85,0.25456406010908855,2.0272948597694618,4.109924448447681
feat_162,0.23531518013430505,2.0272298535395876,4.109660879082138
feat_122,0.3443178958968406,2.0272268215109035,4.1096485858532015
feat_229,0.2424750105845581,2.0271845238546677,4.109477093755875
feat_135,0.2560637120303278,2.0270641008686203,4.108988869030308
feat_28,0.24988800201200492,2.026888024094305,4.108275062216916
feat_149,0.23342953073512962,2.0267906980112538,4.107880533544946
feat_186,0.2111648197080485,2.0267070495071082,4.107541464521809
feat_262,0.26960336702379223,2.0265514035062386,4.106910591053105
feat_247,0.49624131143010136,2.026108562569983,4.1051159073194015
feat_51,0.2448819789476599,2.02565223504255,4.103266977332877
feat_237,0.3358174128935094,2.025547943851776,4.102844472842158
feat_233,0.22204662887633203,2.025458448994027,4.102481928601289
feat_111,0.33315590751674334,2.0254091104727894,4.102282064786175
feat_40,0.25408798834099133,2.0252582762343567,4.101671085455758
feat_148,0.22479316308235675,2.025030891835298,4.100750112887264
feat_107,0.26133211047754984,2.0242401227761224,4.09754807465669
feat_134,0.33566308619978275,2.02372006184951,4.095442888732185
feat_29,0.2797674719791575,2.0234217936162424,4.094235754881172
feat_172,0.48684432901218117,2.0232791970318105,4.093658709141688
feat_245,0.28817596012700925,2.022824194533118,4.0918177219885585
feat_0,0.5224913407703079,2.0228135922560186,4.091774829015698
feat_265,0.2313051084107692,2.022490454480509,4.090467638464776
feat_190,0.33504674468531376,2.0224584838199795,4.09033831877541
feat_103,0.27262750787951434,2.0223449480386715,4.089879088857537
feat_48,0.5021128457480172,2.0221801919561027,4.0892127287396205
feat_11,0.28821439391815945,2.0221684624450305,4.089165290507299
feat_2,0.2731827014018235,2.021941856272749,4.088248870147691
feat_129,0.4904540038687816,2.0218769405615453,4.087986362774515
feat_161,0.2552402850034411,2.021626266023085,4.086972759474441
feat_133,0.5364424655914174,2.020863928472777,4.083891017402426
feat_47,0.25322400927266536,2.020804312029963,4.0836500675188905
feat_101,0.23658781585920366,2.020798406979233,4.083626201649807
feat_228,0.26072427232481177,2.019826622243318,4.079699583922851
feat_178,0.26730972786038676,2.019494197474312,4.078356813632415
feat_240,0.2559164561415435,2.0194207260403796,4.078060068761453
feat_132,0.24070177642199989,2.019396558674975,4.077962461188333
feat_189,0.2533800500212023,2.019276925410596,4.077479301495669
feat_131,0.24466505986039574,2.019200671971513,4.07717135369021
feat_91,0.3676254807353408,2.0191991615756826,4.077165254107939
feat_38,0.2706004898056306,2.0188337565931684,4.075689736760084
feat_225,0.23142401200463422,2.0188171232652796,4.075622577189098
feat_218,0.25183364381710893,2.018727664334078,4.075261382747723
feat_71,0.25468911055071264,2.018680261321014,4.075069997447078
feat_58,0.4832050678087806,2.0186347870152646,4.074886403348163
feat_99,0.23682836251470857,2.018569351373311,4.074622226303671
feat_150,0.33017055328387157,2.0184300328701457,4.074059797592177
feat_204,0.25857150064754353,2.0182335225142505,4.0732665514002795
feat_130,0.23072515177609207,2.0179991597580518,4.072320608784203
feat_18,0.21632833306595098,2.017758729121779,4.071350288947138
feat_177,0.2431212853844193,2.0177524564471816,4.071324975498635
feat_55,0.29670919391726175,2.0176808682082714,4.0710360859336845
feat_77,0.2439387450717002,2.0176669374146616,4.070979870336259
feat_106,0.23792686455489034,2.017652465883257,4.070921473084788
feat_137,0.5085160210502793,2.017631369234537,4.0708363421192315
feat_15,0.26694523388758196,2.017514038511994,4.070362895592974
feat_192,0.20351462942108228,2.0174962683022595,4.070291192613543
feat_251,0.25503095409362675,2.01714691285015,4.06888166802089
feat_253,0.25817910637447483,2.017134960027833,4.068833446966488
feat_115,0.5063369163950481,2.017061777069156,4.068538212513382
feat_79,0.21276388251459466,2.016971383443508,4.068173561630018
feat_185,0.2556383402032341,2.016900418147096,4.067887296721931
feat_97,0.5178090041010143,2.0166327445928642,4.066807626564148
feat_113,0.2389214777503149,2.0165926492618014,4.06664591305673
feat_196,0.2452415799636576,2.016392049305128,4.065836896500935
feat_123,0.2880745899673784,2.016346756395101,4.065654242025046
feat_234,0.22793986674019528,2.016269075897693,4.065340986421336
feat_57,0.25428565876754455,2.016224623325935,4.0651617317058095
feat_194,0.20177633694365826,2.0162170145181015,4.065131049632286
feat_46,0.48137127318110867,2.01618399511786,4.064997902169415
feat_8,0.25172412728782967,2.0161140837927616,4.064715998867526
feat_24,0.2624730767912225,2.016104599278952,4.064677755233744
feat_128,0.23667536213010254,2.0158585816296237,4.0636858211297975
feat_188,0.2522208150864771,2.015009915967471,4.060264961447233
feat_5,0.286903300364516,2.0149580130828384,4.06005579448674
feat_226,0.24695961068639208,2.014915386779545,4.0598840158809635
feat_223,0.26544994482568257,2.0147505848044847,4.059219918970013
feat_154,0.25210496199073157,2.0144063503511065,4.057832944334865
feat_98,0.2482960896211699,2.014041419927689,4.056362841184342
feat_256,0.26373409932779024,2.0139443490303397,4.055971840991239
feat_4,0.2478053627254515,2.0138782021446695,4.055705413073446
feat_244,0.2456406364198145,2.01335943223654,4.053616203375842
feat_212,0.23707987710508804,2.0132529163122306,4.053187305039701
feat_86,0.49883780495075336,2.0131898159615162,4.052933235091163
feat_156,0.23127880417706786,2.0129879145050102,4.05212034394323
feat_126,0.3744530175669187,2.012868702366885,4.051640412968148
feat_1,0.27911172250413513,2.0128369134836657,4.05151244028245
feat_59,0.24804662821432003,2.012714675142788,4.051020363535137
feat_169,0.5052880614911816,2.0126923771810175,4.050930605162574
feat_62,0.25469054378910505,2.0125838199864905,4.050493632471415
feat_3,0.24125832838115366,2.012528612786047,4.050271417282531
feat_257,0.2683199727472778,2.012480233405564,4.050076689848113
feat_216,0.2573716182951491,2.0120666431188132,4.04841217635141
feat_17,0.2245891344327994,2.0118414592559604,4.0475060571811525
feat_187,0.2549892207361086,2.0115868127018843,4.046481505036127
feat_19,0.24784968962355652,2.0115518874015685,4.046340995708812
feat_252,0.5076939007956145,2.0108355389370547,4.043459564652275
feat_258,0.2745388872323986,2.0099454729323276,4.039880804161157
feat_175,0.2254339634950538,2.0099365756278,4.039845038046406
feat_6,0.25197083880412313,2.009262950625127,4.037137604754792
feat_249,0.21696168159011578,2.009076935181843,4.036390131479667
feat_61,0.33227109069930744,2.0090711258139926,4.036366788579503
feat_141,0.25855370971758024,2.0090162341371176,4.036146229026485
feat_120,0.24748809387254145,2.008951556472724,4.035886356254181
feat_45,0.28489469527909916,2.008637760801995,4.034625654119653
feat_36,0.2554106941258316,2.007745685643485,4.0310427382200285
feat_146,0.25360180143754235,2.007688849883508,4.030814517946562
feat_167,0.23983262675872033,2.007646438837376,4.030644223376397
feat_230,0.2523651600152865,2.00754944323909,4.03025476704958
feat_191,0.293427295017825,2.0075421808460496,4.030225607876114
feat_102,0.2532931637410401,2.0074698649662923,4.029935258747783
feat_30,0.22577730447768518,2.006920612267473,4.02773034394405
feat_152,0.318283147099353,2.006911077479123,4.027692072908414
feat_219,0.21713101200702994,2.0069065400315154,4.027673860421268
feat_202,0.5028442689987914,2.006899404788418,4.027645220940107
feat_78,0.24393269741035079,2.006763461457316,4.027099590240149
feat_176,0.2484694988829043,2.0064275830134424,4.025751645877165
feat_201,0.25415984430273886,2.0063829898422663,4.025572701928391
feat_211,0.26137138115355407,2.006040793270707,4.024199664266168
feat_164,0.2755162442241784,2.0058348431033877,4.023373417807592
feat_235,0.22785134036912105,2.0053919988476103,4.021597069042015
feat_271,0.25183630884232594,2.0053429244730316,4.0214002447340516
feat_221,0.22652302582966485,2.005236191746923,4.0209721846917015
feat_242,0.2347580981350132,2.004848839576217,4.019418869550104
feat_88,0.21280583323145147,2.004702312837696,4.018831363096809
feat_268,0.3173505393058169,2.0040173273755557,4.016085448421466
feat_155,0.24911303959967762,2.0038131449513927,4.015267119879991
feat_261,0.22799463794680977,2.003480602312171,4.01393452384114
feat_70,0.2572919818350046,2.003308355383148,4.013244366747933
feat_67,0.25184295096699244,2.0032761223640443,4.013115222433921
feat_160,0.23919301679871852,2.003168472908331,4.012683930853896
feat_74,0.24021571370752345,2.0028928741317187,4.011579865247617
feat_80,0.25393775217861303,2.0028083456895227,4.0112412695636035
feat_153,0.26263129240889005,2.002756231311134,4.011032522055576
feat_7,0.2787666440262053,2.0027524679173196,4.011017447748914
feat_76,0.2725428965587271,2.0024325737570288,4.009736212443198
feat_95,0.2541302760641888,2.0023924847663315,4.009575663048683
feat_116,0.22448604819187168,2.002117026467822,4.008472587672353
feat_69,0.27645531734366496,2.001766347890146,4.0070685115454525
feat_127,0.23557141184983107,2.0016769958569607,4.006710795742947
feat_180,0.2740726806050796,2.0016473949019873,4.006592293517913
feat_100,0.26019419068489463,2.0015934966518594,4.006376525839017
feat_179,0.25882875229525804,2.0015750901379015,4.006302841460549
feat_64,0.2196245950378598,2.0014259870669595,4.005705981706953
feat_222,0.28036250122359013,2.0013743799094845,4.005499408558073
feat_208,0.23961034051693106,2.0010190525136773,4.0040772485227345
feat_214,0.25174304658542274,2.001008139707932,4.004033575177398
feat_241,0.2736916702537569,2.000935526983975,4.003742983146637
feat_215,0.23001376945931942,2.0009270208506926,4.003708942770428
feat_110,0.24760207439922688,2.000897892041503,4.0035923743761295
feat_22,0.23424243087235208,2.0003368651036495,4.001347573892697
feat_96,0.2621658589657243,1.999938554772039,3.999754222863672
feat_168,0.25313673979296936,1.9996685862607357,3.9986744548780098
feat_264,0.25806197621444926,1.999254681560496,3.9970192817415597
feat_21,0.26320412118003306,1.9990865324520077,3.9963469642309923
feat_142,0.25606284167501975,1.9984714441710483,3.993888113167115
feat_93,0.23404462084712535,1.9984060501181893,3.993626741148983
feat_209,0.24555731025844735,1.998365546991869,3.993464859404112
feat_255,0.2336958278442984,1.9981900907055108,3.9927636385936975
feat_13,0.2588728311774045,1.9970537699138937,3.9882237599272954
feat_43,0.2860218736271753,1.9958533095656261,3.9834304333040627
feat_217,0.23950260616209348,1.9952495130956416,3.981020619508395
feat_207,0.2170753859033299,1.9945617556000352,3.9782765969022944
feat_119,0.25503532281956187,1.9939453677821855,3.975818129700035
feat_41,0.23828546048001398,1.9935316759301578,3.974168542936904
feat_205,0.2501828377096611,1.9934189202036592,3.9737189914259226
feat_16,0.2802210803859216,1.9931714558389755,3.972732452371261
feat_10,0.2614353407719701,1.9926990479597426,3.9708494957396647
feat_203,0.2629972555288379,1.991630739068232,3.966593000801472
feat_33,0.2517384927154716,1.9906932917658238,3.962859781881451
feat_84,0.23822236514465095,1.9906140254337492,3.9625441982535548
feat_232,0.24473371889660347,1.9905077569624723,3.962121130527773
feat_27,0.2735745319716134,1.989403732675673,3.9577272115839004
feat_143,0.2369191370404473,1.989324632975892,3.9574124953646677
feat_270,0.24376218234142197,1.9890588104574365,3.9563549514583523
feat_44,0.2825917921499698,1.9883081637327995,3.9533693539664974
feat_227,0.2609370007239968,1.9881094868005207,3.95257933150623
feat_56,0.2633517042118134,1.9876126619810162,3.950604094067261
feat_75,0.2325003800389859,1.986757751400653,3.947206362750579
feat_72,0.2440660789525361,1.9866024499675268,3.9465892942169796
feat_83,0.24460577350421264,1.985347480382788,3.9416046178622843
feat_138,0.23394731478345562,1.982800627098408,3.93149832682184
feat_163,0.20937145010228897,1.9810747873432022,3.924657313046914
feat_9,0.21600935707920452,1.9789341802101859,3.91618048960416
feat_25,0.23469622182616304,1.9788063598977446,3.915674609971762
feat_159,0.28035011777512564,1.978353319177499,3.913881855500627
feat_243,0.22896034261248568,1.9761567650637475,3.9051955601072152
feat_147,0.27444415043942955,1.9747361079259154,3.899582695946392
feat_37,0.4972,0.5000171614216969,0.25001716171621136
feat_263,0.5032,0.5000147612582616,0.25001476147615637
feat_266,0.4966,0.5000134411634727,0.25001344134413755
feat_136,0.5032589205383384,0.2908002583920668,0.08456479028089281
feat_50,0.5024706242526118,0.29064697884653157,0.08447566631261616
feat_34,0.503040966591578,0.28981579301143123,0.08399319387884475
feat_259,0.4965017659601722,0.28980585550917853,0.08398743388740687
feat_89,0.506940688802536,0.28925167206741914,0.08366652979379778
feat_81,0.5044548477495964,0.2892336609649244,0.08365611063517284
feat_14,0.497309702702938,0.2891616857903256,0.08361448052910299
feat_157,0.50048812313252,0.288921744863794,0.08347577465513929
feat_260,0.4982439459244655,0.2888870891912511,0.08345575030139388
feat_248,0.5020191565741617,0.2884893063015279,0.08322607985033681
feat_184,0.4949223295960881,0.2884180797486458,0.0831849887258962
feat_108,0.4925718043705261,0.28825993142792594,0.08309378806683256
feat_68,0.49668995941844507,0.2882181718281366,0.08306971457195328
feat_60,0.4969614654965631,0.28817442613185906,0.08304449987642629
feat_210,0.49886535401329474,0.28774425157474887,0.08279675431431235
feat_105,0.5032746943319919,0.2877352457946546,0.0827915716725103
feat_193,0.5024670602590269,0.28765692014602706,0.08274650370789778
feat_165,0.498555296577625,0.2874182059992791,0.08260922513984403
feat_254,0.5017709039228186,0.28716689811323726,0.0824648273719784
feat_121,0.4982740716150587,0.2870469970136266,0.08239597849454099
